R0050,大安車層景福宮,道教,大安區華聲里延吉街77號,25.0440356,121.5540213
R0051,九龍蓮社,佛教,大安區德安里四維路52巷1之1及3號,25.03512,121.5480428
R0052,一心寺,佛教,大安區龍圖里建國南路2段11巷6號,25.032807,121.5383815
R0053,財團法人台北行天宮,道教,中山區行政里民權東路2段109號,25.0628658,121.5338733
R0054,財團法人台北市蓮友念佛團,佛教,中山區力行里朱崙街63號,25.0499767,121.5421974
R0055,平光寺,佛教,大同區重慶里敦煌路78號,25.0756223,121.5182712
R0056,財團法人台北市永靜廟,道教,中山區集英里錦西街9號,25.060624,121.52151
R0057,和德祠,道教,大同區永樂里甘谷街42號,25.052855,121.510604
R0058,財團法人台北市臨濟護國禪寺,佛教,中山區圓山里酒泉街5巷27號,25.0707213,121.519239
R0059,財團法人台北市雙境廟,道教,中山區松江里松江路235巷22號,25.0587063,121.5341515
R0060,財團法人台北市雙福宮,佛教,大同區雙連里雙連街37號,25.0587634,121.5190819
R0061,財團法人台北市中庄仔福德宮,道教,中山區中庄里吉林路236巷35號,25.0594309,121.528966
R0062,樟山寺,佛教,文山區老泉里老泉街45巷29號,24.972993,121.5793766
R0063,財團法人台北市朱厝崙福聚宮,道教,中山區力行里龍江路55巷21號,25.0495507,121.5421868
R0064,財團法人台北市醒心宮,道教,大同區南芳里迪化街1段307巷9號,25.0621222,121.5095336
R0065,明德宮,道教,文山區老泉里老泉街45巷27之1號,24.969869,121.578842
R0066,財團法人台北市景福宮,道教,中山區圓山里德惠街11號,25.0669396,121.5255473
R0067,財團法人台北市金萬成團,道教,大同區民權里民權西路184巷1號,25.0623891,121.5148485
R0068,天恩宮,一貫道,文山區指南里指南路3段38巷37之2號,24.9703793,121.5921521
R0069,財團法人九府仙師普惠堂,道教,中山區集英里民權西路70巷49號,25.0606473,121.5205848
R0070,台北市圓玄學社,佛教,中山區中央里長春路163巷18號,25.055565,121.5334321
R0071,財團法人台北市天師宮,道教,大同區國慶里延平北路3段99號,25.0678426,121.5110083
R0072,福正宮,道教,中山區劍潭里中山北路4段67號,25.080347,121.5278359
R0073,慧日講堂,佛教,中山區力行里朱崙街36號,25.0498659,121.5412444
R0074,九府仙師廟,道教,中山區集英里民權西路70巷31、33號,25.0615983,121.520159
R0075,台北市文昌宮,道教,中山區集英里民生西路45巷9號,25.0579157,121.5216455
R0076,景新宮,道教,中山區新庄里濱江街6之1號,25.070876,121.529156
R0077,地藏庵,佛教,中山區圓山里玉門街11號,25.0725419,121.5205673
R0078,圓通巖,佛教,中山區劍潭里中山北路4段1巷1弄3號,25.081628,121.528751
R0079,大忠宮,佛教,中山區劍潭里中山北路4段71巷2弄臨5號,25.080728,121.52484
R0080,財團法人台北市智仁宮,道教,大同區國慶里昌吉街95巷23號,25.0668384,121.5132202
R0081,財團法人台北市覺修宮,道教,大同區老師里重慶北路3段340號,25.0762905,121.5135436
R0082,台北市圓明宮,道教,中山區集英里中山北路2段128巷3之2號,25.0618732,121.5218797
R0083,救千宮,道教,文山區老泉里老泉街45巷25之3號,24.973855,121.574663
R0084,台北保霞宮,道教,中山區中庄里松江路226巷21號,25.0585747,121.5312059
R0085,新福宮,道教,中山區中山里新生北路2段62巷33號,25.0562903,121.526134
R0087,財團法人台北保安宮,道教,大同區保安里哈密街61號,25.0731001,121.5154992
R0088,財團法人台北市聖靈寺,佛教,中正區林興里汀州路3段10號,25.018013,121.5278519
R0089,財團法人台北市十普寺,佛教,中正區頂東里南昌路2段140號,25.0252509,121.5228224
R0090,祥光寺,佛教,文山區政大里萬壽路63號,24.9840112,121.5884123
R0091,財團法人台北市艋舺龍山寺,佛教,萬華區富民里廣州街211號,25.0369897,121.4999272
R0092,財團法人台北市淨土宗善導寺,佛教,中正區梅花里忠孝東路1段23號,25.0449793,121.5248634
R0093,財團法人台北市北安宮,道教,萬華區頂碩里西藏路256號,25.0297039,121.5015587
R0094,財團法人台北市臺灣省城隍廟,道教,中正區光復里武昌街1段14號,25.0440379,121.512715
R0095,集義宮,道教,萬華區富福里康定路249號,25.0348806,121.5014515
R0096,財團法人台北市華嚴蓮社,佛教,中正區幸市里濟南路2段44號,25.0403801,121.5306206
R0097,財團法人台北市法華寺,佛教,萬華區仁德里西寧南路194號,25.0389232,121.5061857
R0100,慈雲寺,佛教,萬華區福星里漢口街2段119、121、123號,25.0464399,121.5041572
R0101,寶藏巖,佛教,中正區水源里汀州路3段230巷23號,25.0104591,121.5331528
R0102,長慶廟,道教,中正區板溪里晉江街34號,25.0250569,121.521855
R0103,通法寺,佛教,中正區螢圃里廈門街34巷15號,25.0260964,121.5170223
R0104,光華寺,佛教,中正區螢雪里水源路157號,25.0238855,121.5156403
R0106,蓮雲禪苑,佛教,中正區三愛里連雲街74巷5號,25.0344793,121.5297491
R0107,財團法人台北市萬和宮,道教,大同區鄰江里迪化街2段304號,25.0716442,121.5119936
R0108,青雲宮,道教,大同區民權里民權西路160巷30弄7號,25.0612868,121.515763
R0109,法主公廟,道教,大同區朝陽里南京西路344巷2號,25.0538121,121.5120999
R0110,慈光寺,佛教,文山區萬芳里萬芳路26巷5號,24.9951219,121.569087
R0111,菩提講堂,佛教,大同區建泰里南京西路18巷4弄2號,25.052249,121.520098
R0112,先天道院,一貫道,萬華區孝德里寶興街188巷2號,25.0233879,121.495113
R0114,真修寺,佛教,文山區華興里試院路134號,24.9900348,121.547469
R0115,財團法人台北市至善堂,佛教,大同區延平里保安街49巷16號,25.0595168,121.5118901
R0116,青龍宮,道教,萬華區和平里雙園街60巷88號,25.0288,121.4924206
R0117,艋舺龍津宮,道教,萬華區菜園里長沙街2段184號,25.0413016,121.4996984
R0118,北門口福聚宮,道教,大同區玉泉里延平北路1段68號,25.0514449,121.511746
R0119,財團法人台北市聖觀寺,佛教,大同區光能里赤峰街33巷1號,25.0542379,121.519555
R0120,祠宇媽祖宮,道教,大同區延平里保安街49巷17號,25.0602462,121.5121836
R0121,台北霞海城隍廟,道教,大同區永樂里迪化街1段61號,25.0556001,121.510168
R0122,景美集應廟,道教,文山區景行里景美街37號,24.991715,121.5418336
R0123,瞿公真人廟,道教,大同區朝陽里天水路49-1號,25.0528578,121.5127639
R0124,樹人書院文昌祠,道教,大同區老師里迪化街2段364巷14號,25.0729262,121.5121429
R0125,助順將軍廟,佛教,萬華區萬壽里康定路9、11、13號,25.0439929,121.5032664
R0126,財團法人台北市普濟寺,佛教,大同區建明里華陰街100號,25.0505139,121.5141042
R0127,妙覺精舍,佛教,萬華區和平里雙園街21巷50號,25.0305674,121.4953312
R0128,台北朝天宮,道教,萬華區和平里雙園街27號,25.0295151,121.4947008
R0129,蓮池寺,佛教,萬華區柳鄉里桂林路246巷48號,25.0367829,121.4925774
R0131,慈善總堂,道教,南港區中研里研究院路2段83號,25.0386939,121.617652
R0132,台北市大慈佛社,佛教,文山區華興里試院路4巷22號,24.989497,121.550484
R0133,玉成公園福德宮,道教,南港區鴻福里中坡南路51號,25.042706,121.584023
R0134,明心禪寺,佛教,南港區九如里研究院路3段280巷1號,25.0339048,121.6132319
R0135,新福宮,道教,南港區東新里南港路2段238巷2號,25.0544717,121.5973153
R0136,金山寺,佛教,南港區中南里中南街168巷1號,25.05097,121.614079
R0137,富南宮,道教,南港區新富里研究院路1段112、114號,25.0518833,121.6158311
R0138,西新福壽宮,道教,南港區西新里成功路1段臨79號,25.0528421,121.5926508
R0140,福德祠,道教,內湖區紫雲里康寧路1段236號,25.078219,121.596523
R0145,台北護國延平宮,道教,內湖區金瑞里內湖路3段348巷6號,25.0913789,121.583492
R0147,東方寺,佛教,士林區公館里永公路245巷24號,25.123166,121.559056
R0148,湧泉寺,佛教,士林區臨溪里劍南路211號,25.098878,121.5554273
R0149,昭明寺,佛教,士林區福林里中山北路5段56號,25.08333,121.526498
R0150,財團法人台北葫蘆寺,佛教,士林區葫蘆里延平北路5段285巷35號,25.0851998,121.5083529
R0151,淨光寺,佛教,士林區天母里中山北路7段190巷113之3號,25.1277775,121.5374509
R0152,永明寺,佛教,士林區永福里仰德大道2段100巷20號,25.1070245,121.547824
R0153,共和宮,道教,士林區社新里社子街117號,25.0882206,121.5052961
R0154,吉祥寺,佛教,士林區東山里東山路25巷81弄40號,25.123436,121.541429
R0155,財團法人台北市士林神農宮,道教,士林區舊佳里前街74號,25.0978071,121.5263809
R0157,士林街福德宮,道教,士林區義信里大南路138號,25.0898766,121.522881
R0158,圓明寺,佛教,士林區臨溪里劍南路203巷1號,25.099817,121.55545
R0159,芝山巖惠濟宮,道教,士林區名山里至誠路1段326巷26號,25.1029989,121.5307227
R0160,報恩寺,佛教,士林區福林里中山北路5段102號,25.0851419,121.526251
R0161,天母三玉宮,道教,士林區天福里天母東路6號,25.1180726,121.5304596
R0162,淨因寺,佛教,士林區臨溪里劍南路201號,25.0993742,121.5547498
R0163,飛龍寺,佛教,士林區東山里東山路25巷81弄62號,25.1212797,121.5415862
R0164,承德福德宮,道教,士林區承德里後港街38巷5之1號,25.0826989,121.5229614
R0165,啟明佛寺,佛教,士林區仁勇里大西路54號,25.0910077,121.5247298
R0166,九蓮寺,道教,士林區臨溪里劍南路203巷6號,25.0998477,121.5559437
R0167,財團法人台北市北投區慈生宮,道教,北投區立農里立農街1段321號,25.1196844,121.5070204
R0168,財團法人台北市善光寺,佛教,北投區林泉里溫泉路銀光巷20號,25.1355315,121.5187138
R0169,祖師禪林,佛教,北投區大屯里復興三路198號,25.149641,121.504994
R0171,北投天寶聖道宮,道教,北投區林泉里幽雅路杏林巷5之1號,25.1386281,121.5142171
R0172,靈法寺,佛教,北投區開明里長壽路20號,25.142855,121.504041
R0173,觀音禪院,佛教,北投區奇岩里崇仰一路11號,25.1250789,121.5089833
R0174,法藏寺,佛教,北投區林泉里溫泉路156號,25.1392508,121.5135149
R0175,福安宮,道教,北投區溫泉里公館路85巷2弄2號,25.1311062,121.5048052
R0176,陽明山慈惠堂,道教,北投區溫泉里奇岩路17號,25.1337645,121.5079906
R0177,台北市關渡玉女宮,道教,北投區關渡里大度路3段301巷222號,25.11754,121.463939
R0179,照明淨寺,佛教,北投區奇岩里崇仰七路51、53號,25.1316103,121.5138024
R0180,上清宮,道教,北投區大屯里復興三路230巷29號,25.1526629,121.5053295
R0181,桃源福德宮,道教,北投區桃源里中央北路3段62號,25.1382485,121.48513
R0182,安國寺,佛教,北投區大屯里復興三路101巷10號,25.147095,121.503518
R0183,陽明黃帝神宮,軒轅教,北投區大同里豐年路1段20巷1號,25.1342659,121.49809
R0184,北投代天府,道教,北投區大同里豐年路1段35之1號,25.1338969,121.4976867
R0185,財團法人台北市法雨寺,佛教,北投區泉源里登山路108號,25.1480559,121.517728
R0186,財團法人台北市北投區靈山大慈寺,佛教,北投區泉源里登山路85號,25.1506831,121.5154323
R0187,台北慈惠堂,道教,北投區立農里吉利街27號,25.1181848,121.5049648
R0188,福星宮,道教,北投區福興里自強街5巷22號,25.1104513,121.5123589
R0189,財團法人台北市北投慈后宮,道教,北投區清江里清江路169號,25.1282374,121.5019863
R0190,彌陀寺,佛教,北投區泉源里東昇路3號,25.1445549,121.521114
R0192,財團法人台北市關渡宮,道教,北投區關渡里知行路360號,25.1176841,121.4643868
R0193,財團法人台北市中和堂,佛教,北投區奇岩里奇岩路151號,25.1304599,121.50782
R0194,慈航寺,佛教,北投區秀山里中和街456號,25.14538,121.496461
R0195,財團法人台北市中華佛教文化館,佛教,北投區溫泉里光明路276號,25.1363086,121.5104777
R0196,北投區廣福宮,道教,北投區中庸里大同街臨329之3號,25.1405699,121.49929
R0200,法雨山普宜苑,佛教,士林區溪山里至善路3段181巷5弄5號,25.121396,121.577197
R0201,台北市士林區合誠宮,道教,士林區平等里平菁街106巷6之1號,25.13051,121.57632
R0202,南港慈雲寺,道教,南港區中研里福山街44巷15弄1號,25.0452802,121.617305
R0203,財團法人台灣佛教道友會,佛教,大同區民權里保安街1之12號8樓,25.0596279,121.514352
R0204,金碧宮,道教,內湖區內湖里金龍路92號,25.0852496,121.5913628
R0205,內湖承天宮,道教,內湖區西康里文湖街21巷93號,25.0880759,121.5600858
R0206,財團法人台北市妙道院,佛教,中山區新庄里農安街87號,25.0649805,121.5288258
R0211,財團法人台北市廣照宮,佛教,萬華區壽德里長泰街54號,25.0233175,121.5002378
R0212,財團法人台北市真武殿,道教,"萬華區菜園里西昌街38,40號",25.0426973,121.5006069
R0213,財團法人理教總公所台灣清心堂公所,理教,萬華區新起里中華路1段174號,25.0400999,121.507
R0215,財團法人台北市福佑宮,道教,大安區誠安里安東街32號,25.0441115,121.5424993
R0216,財團法人通化堂,一貫道,大安區群賢里復興南路2段179號四,25.0269358,121.5437167
R0219,坤元宮,道教,南港區三重里三重路79巷8弄2之1號,25.06043,121.612728
R0220,財團法人承天武聖廟,道教,信義區黎安里臥龍街477-12號,25.0168462,121.559805
R0273,台北市大安區福安宮,道教,大安區虎嘯里臥龍街61號,25.0220824,121.5474811
R0275,峰碧山圓覺寺,佛教,內湖區碧山里碧山路39號,25.097806,121.59096
R0276,松山奉天宮,道教,信義區中坡里福德街221巷12號,25.0373846,121.5846688
R0278,財團法人台北市蕉嶺涂公仁弘宗祠,其他,中山區正義里新生北路1段102巷10號8樓之3,25.0487029,121.5285513
R0279,財團法人台北市靈源寺,佛教,信義區四育里虎林街26巷5號,25.048981,121.575563
R0280,財團法人台北市濟陽柯蔡公所,其他,"中山區中吉里吉林路109,111號2之3樓",25.0565712,121.5302829
R0281,財團法人吳氏讓德堂 ,其他,中山區復華里南京東路3段215號,25.052127,121.54279
R0282,碧山巖開漳聖王廟,道教,內湖區碧山里碧山路24號,25.097294,121.5876624
R0283,財團法人台北市林東山堂,其他,中山區朱馥里長春路187號10樓,25.054857,121.537778
R0284,財團法人台北市東和禪寺,佛教,中正區東門里仁愛路1段21-33號,25.039447,121.522558
R0285,財團法人台北市楊豐隆宗祠,其他,北投區石牌里西安街1段165巷8弄6號4樓,25.1093544,121.5177934
R0286,財團法人台北市台灣許姓宗祠,其他,信義區松山路656巷26號,25.0309503,121.5778643
R0287,財團法人石牌賴五榮宗祠,其他,北投區裕民里懷德街11巷10號5樓,25.1117559,121.518785
R0288,財團法人士林陳穎川宗祠,其他,士林區社子里社中街33巷12號,25.088218,121.5099878
R0289,財團法人台北市陳有天堂,其他,大安區敦安里安和路1段112巷19號七樓,25.0340281,121.5507938
R0290,財團法人台灣李氏宗祠,其他,松山區中正里南京東路3段309號4樓,25.0520187,121.5469781
R0291,財團法人台北市義和堂,其他,松山區中華里南京東路4段55-1號11樓,25.0518779,121.5524142
R0292,財團法人台北市顏榮公,其他,松山區富錦里新東街37號,25.0599,121.5657176
R0293,財團法人臺北市臺疆樂善壇,道教,大同區永樂里長安西路263號,25.0521561,121.5108642
R0294,台北市松山五分埔福德宮,道教,信義區四育里虎林街47之3號,25.0476849,121.576751
R0295, 財團法人台北市松山寺,佛教,信義區雙和里吳興街284巷17之1號,25.0238659,121.563958
R0296,台北市文山區溝子口福德宮,道教,文山區試院里木柵路1段59巷1號,24.9871205,121.5460942
R0297,財團法人台北湄聖宮,道教,萬華區榮德里武成街124號,25.020516,121.493877
R0299,恆光禪寺,佛教,內湖區碧山里碧山路44之6號,25.1055709,121.587844
R0300,台北市北投至妙寺,佛教,北投區泉源里東昇路117之2號,25.1583962,121.5314824
R0301,慈諴宮,道教,士林區義信里大南路84號,25.0894903,121.5246627
R0304,財團法人周振西宗祠,其他,中正區龍光里和平西路2段17號,25.028408,121.513777
R0305,財團法人少鑫紀念館,其他,中正區文北里金山南路1段17號,25.040683,121.529433
R0306,太陽堂,道教,內湖區碧山里碧山路2號,25.0875532,121.590773
R0307,?頭福德祠,道教,內湖區內湖里內湖路2段450號前,25.0838003,121.592635
R0309,財團法人台北行天宮北投分宮,道教,北投區一德里中央北路4段18巷50號,25.1370094,121.4775702
R0310,財團法人台北市松山車層鄭氏宗祠,其他,信義區雅祥里基隆路1段35巷7-20號1樓,25.0480742,121.5698878
R0311,財團法人惠安錦田黃姓宗祠,其他,信義區黎平里崇德街38巷7號4樓,25.0238759,121.554075
R0312,財團法人楊姓四知堂,其他,萬華區保德里東園街154巷39號,25.022388,121.4959811
R0313,財團法人台北市全台葉姓祖廟,其他,內湖區大湖里大湖街131巷18號,25.092035,121.595836
R0314,財團法人全國林姓宗廟,其他,大同區建功里重慶北路1段73號10樓,25.0529868,121.5159229
R0315,財團法人陳德星堂,其他,大同區星明里寧夏路27號,25.0555111,121.5158641
R0316,財團法人詹氏大宗祠,其他,大同區蓬萊里承德路3段67號7樓,25.0655318,121.5185429
R0317,財團法人王氏太原堂,其他,大同區鄰江里迪化街2段243巷2號,25.0718929,121.51281
R0318,財團法人台北市白奇郭氏宗祠,其他,大同區老師里延平北路4段181號4樓,25.0736991,121.5115974
R0319,財團法人台北霞里江氏宗祠,其他,大同區大有里環河北路1段313號,25.0597149,121.508674
R0320,天寶聖道宮,道教,信義區松隆里松山路664之10號,25.028,121.578989
R0335,財團法人台北江夏黃種德堂大宗祠,其他,萬華區青山里廣州街265巷3號,25.0373189,121.496529
R0340,三教山清靈宮,道教,內湖區內溝里康樂街236之6號,25.0872661,121.6233439
R0341,南港聖德宮,道教,南港區九如里研究院路4段162巷6號,25.0243217,121.6033458
R0342,光淨寺,佛教,文山區明興里興隆路4段1巷88號,24.991183,121.559897
R0343,台北文山興安宮,道教,文山區興安里仙岩路16巷64號,24.9963819,121.550212
R0344,平等山法輪禪寺,佛教,士林區平等里平菁街93巷41-1號,25.1390299,121.5778019
R0345,無極明聖宮,道教,南港區中南里忠孝東路7段478巷臨12號,25.0505659,121.609668
R0346,坤天亭,道教,士林區富洲里延平北路8段96巷15號,25.1064808,121.4834433
R0347,松山聚福廟,道教,松山區慈祐里八德路4段490號,25.0497647,121.5702962
R0348,夏教養聖堂,其他,大安區民輝里建國南路1段44巷7號,25.0441084,121.5358252
R0349,大龍峒福壽宮,道教,大同區重慶里敦煌路臨二之一號,25.0747469,121.52104
R0351,台北市北投區佛林寺,佛教,北投區林泉里溫泉路150-1號,25.139187,121.513356
R0352,泰安宮,道教,大安區錦華里潮州街98巷1、3、5號,25.028304,121.5253688
R0353,一德福德宮,道教,北投區一德里中央北路4段515巷3弄臨16-1號,25.1283024,121.4693777
R0354,中嶽殿,道教,中山區大佳里民族東路115號,25.068383,121.538393
R0355,關渡萬善同公祠,道教,北投區一德里大度路3段336號,25.1235418,121.4660274
R0356,汾陽宮,道教,北投區福興里石牌路1段58巷28弄臨7號,25.1124383,121.5121291
R0357,北投龍雲寺,佛教,北投區林泉里幽雅路杏林巷3-6號,25.1386281,121.5142171
R0358,台北市天竺寺,佛教,北投區林泉里幽雅路杏林巷3-7號,25.1386281,121.5142171
R0359,農禪寺,佛教,北投區八仙里大度路112號,25.1212265,121.4957527
R0360,吉福宮,道教,信義區松隆里松山路臨679-1號,25.034906,121.58223
R0362,普陀山慈航寺,佛教,信義區松隆里松山路臨677-7號,25.034906,121.58223
R0363,港口奉聖宮,道教,信義區黎安里和平東路3段631巷52號,25.011838,121.569297
R0364,福慈宮,道教,北投區一德里中央北路4段30巷臨68號,25.137972,121.476199
R0369,下塔悠福德爺宮,道教,中山區金泰里敬業三路196號,25.0783921,121.556386
R0371,台北市內湖區碧霞宮,道教,內湖區碧山里碧山路29號,25.0988711,121.5892255
R0372,台北地藏禪寺,佛教,士林區福安里延平北路7段189號,25.0996074,121.4911077
R0373,佛樺靜舍,佛教,北投區湖山里湖底路20-7號,25.147795,121.537957
R0374,石牌玄帝宮,道教,北投區福興里自強街31巷40號,25.1115157,121.512402
R0375,信義天后宮,道教,信義區泰和里吳興街600巷臨68號,25.0194804,121.5703829
R0377,北投天保宮,道教,北投區秀山里中和街446巷74號樓,25.144706,121.4967491
R0378,二二八公園福德宮,道教,中正區黎明里懷寧街107號,25.0418177,121.5139759
R0379,台北神德宮,道教,中山區大佳里濱江街180巷13號,25.0689421,121.5381817
R0380,楊聖廟,道教,萬華區保德里東園街154巷39號,25.022388,121.4959811
R0381,無極天聖殿,道教,士林區平等里平菁街95巷47-1號,25.133378,121.580538
R0382,台北協天宮,道教,大同區斯文里大龍街89-1號,25.0672709,121.5160372
R0383,護國九天宮,道教,南港區舊莊里舊莊街2段122巷30號,25.0370293,121.6275197
R0384,台北慈光廟,道教,內湖區蘆洲里民權東路6段206巷143弄113號,25.0648509,121.5729575
R0385,屈原宮,道教,北投區洲美里洲美街122號,25.099664,121.505556
R0386,鎮安宮,道教,中山區金泰里基湖路151巷46弄6號,25.0774137,121.5649001
R0389,鶴鳴精舍,佛教,士林區平等里平菁街42巷9號,25.1299821,121.5719944
R0390,竹月寺,佛教,內湖區港華里環山路2段50巷14弄臨14之7號,25.0880848,121.573223
R0392,明山宮,道教,北投區永和里行義路臨115號,25.1278961,121.5290508
R0393,松山順安宮,道教,信義區敦厚里松隆路臨45號,25.044374,121.568294
R0394,新坡尾福德廟,道教,內湖區金瑞里內湖路3段365號旁,25.0895326,121.5834916
R0395,台北南港慈岩宮,道教,南港區九如里研究院路3段161巷12號,25.026632,121.6163898
R0396,天達堂,一貫道,南港區九如里研究院路3段25巷8號,25.026507,121.620129
R0398,金剛寺,佛教,中山區劍潭里中山北路4段71巷2弄臨三號,25.080728,121.52484
R0399,財團法人陽明山五福宮,道教,北投區永和里行義路1號,25.1240896,121.5258133
R0404,松山進安宮,道教,信義區永吉里永吉路517巷8弄12-3號,25.046427,121.580494
R0406,財團法人劍潭古寺,佛教,中山區北安里北安路805巷6號,25.086177,121.5553568
R0407,植福宮,道教,中山區成功里北安路608巷14弄1號,25.0818991,121.5508063
R0408,台北市文山區頂公館福德宮,道教,文山區萬年里公館街44之1號,25.005458,121.537745
R0409,後山坡福德爺廟,道教,南港區成福里東新街170巷臨1號,25.045931,121.592572
R0411,北天宮,道教,萬華區柳鄉里桂林路246巷30號,25.037036,121.493178
R0419,松山水福宮,道教,松山區慈祐里松河街3號,25.050903,121.5718568
R0425,廣明寺,佛教,士林區社園里延平北路6段116巷13號,25.0896445,121.5078418
R0430,圓山藥師寺,佛教,中山區中山北路4段1巷1弄6號旁,25.0803487,121.5278542
R0432,財團法人台北市新起會,其他,萬華區福星里長沙街2段111號,25.040515,121.503711
R0433,財團法人台北市金得利團,其他,萬華區雙園里西園路1段41-3號,25.0404729,121.5000563
R0436,雲來寺,佛教,北投區奇岩里公館路186號,25.128374,121.507112
R0437,福興宮,道教,文山區興旺里福興路5號,25.005669,121.549933
R0438,財團法人萬慶巖清水祖師廟,道教,文山區景慶里萬慶街124號,24.9952799,121.5362205
R0439,中崙福順宮,道教,松山區中正里南京東路3段303巷8弄臨10號,25.052644,121.546017
R0440,財團法人艋舺清水巖祖師廟,佛教,萬華區新起里康定路81號,25.0402808,121.5026482
R0441,財團法人台北市大安鄭良霈宗祠,其他,大安區安和路2段181巷13號樓,25.0274386,121.550536
R0442,財團法人台北市黃姓集英堂,其他,大安區敦化南路1段161巷38號,25.0434788,121.5508434
R0445,台北市聖安宮,道教,萬華區和德里西園路2段372巷16號,25.0253571,121.4910942
R0446,東隆宮,道教,萬華區孝德里環河南路3段163號,25.0228051,121.4916154
R0450,財團法人金龍院,佛教,內湖區碧山里內湖路3段256巷2號樓,25.0927313,121.5856474
R0451,集福宮,道教,北投區清江里磺港路68號,25.1319488,121.5033869
R0454,普濟寺（原名鐵真院）,佛教,北投區林泉里溫泉路112號,25.135996,121.511277
R0455,代天府北行宮,道教,萬華區華江里和平西路3段302巷3弄19號,25.0350201,121.4923653
R0456,內湖公館庄武身開漳聖王廟,道教,內湖區內湖路3段256巷8號,25.0844051,121.5929161
R0458,陽明山公館里關聖帝君廟,道教,士林區公館里永公路350巷55號1樓,25.1241808,121.5650365
R0462,明山寺玄寶殿,道教,中山區北安里劍南路648巷12號,25.0863282,121.554148
R0463,福裕宮,道教,北投區建民里文林北路5巷58號1樓,25.1049438,121.5183512
R0465,台北保仁宮,道教,大同區至聖里承德路3段214巷9號,25.0715165,121.517603
