鄉鎮市區,土地區段位置或建物區門牌,建築完成年月,編號
文山區,臺北市文山區景福街54巷5弄2號,880119,RPPNMLPJMHKFFAA07CA
士林區,臺北市士林區基河路7號,871211,RPOOMLRKLHKFFEA77DA
大安區,臺北市大安區羅斯福路三段115號,871211,RPSNMLPLLHKFFFA97CA
內湖區,臺北市內湖區文德路225號,871126,RPPNMLTKLHKFFCA77DA
中山區,臺北市中山區林森北路119巷80號,871123,RPQOMLSLMHKFFCA97CA
大安區,臺北市大安區信義路三段80號,871103,RPROMLRJMHKFFFA08CA
中正區,臺北市中正區仁愛路一段51巷9號,870724,RPVNMLLMLHKFFBA57CA
信義區,臺北市信義區吳興街600巷76弄88號,870625,RPQNMLRLLHKFFDA77CA
南港區,臺北市南港區福德街373巷34號,870521,RPOOMLPKMHKFFDA47CA
中山區,臺北市中山區通北街65巷2弄22號,870508,RPOQMLQLLHKFFCA67CA
內湖區,臺北市內湖區行善路25巷8弄22號,870506,RPWOMLQKMHKFFCA38DA
內湖區,臺北市內湖區行善路25巷57號,870506,RPWOMLLJMHKFFCA77DA
北投區,臺北市北投區新興路158巷46號,870506,RPTNMLTLLHKFFEA48DA
中山區,臺北市中山區雙城街10巷6號,870430,RPXNMLOLLHKFFCA08CA
文山區,臺北市文山區仙岩路16巷71號,870327,RPWWMLOLLHKFFAA68CA
內湖區,臺北市內湖區康樂街136巷3弄29號,870122,RPWPMLKLLHKFFCA77CA
內湖區,臺北市內湖區文德路90巷49號,861125,RPQOMLTKLHKFFCA97DA
文山區,臺北市文山區木柵路二段54號,861104,RPUNMLKKMHKFFAA17CA
內湖區,臺北市內湖區瑞光路76巷43號,861030,RPXOMLRLLHKFFCA48CA
中山區,臺北市中山區北安路578巷8弄18號,861020,RPPNMLLMLHKFFCA07CA
中山區,臺北市中山區北安路578巷8弄8號,861020,RPWPMLRLLHKFFCA48CA
士林區,臺北市士林區社子街56號,860703,RPUNMLNLLHKFFEA87CA
文山區,臺北市文山區興隆路二段203巷62號,860623,RPRPMLQKMHKFFAA67CA
文山區,臺北市文山區興隆路二段203巷111號,860623,RPQPMLKMLHKFFAA07CA
中山區,臺北市中山區建國北路一段23巷40號,860613,RPTRMLSJMHKFFCA38CA
文山區,臺北市文山區萬和街15號,860419,RPPOMLLMLHKFFAA96CA
大同區,臺北市大同區歸綏街125號,860331,RPOPMLQLLHKFFBA47CA
中正區,臺北市中正區同安街69號,860131,RPRNMLPKMHKFFAA37CA
文山區,臺北市文山區政大三街28號,851217,RPOPMLSKLHKFFAA47CA
文山區,臺北市文山區政大三街17號,851217,RPWOMLRJMHKFFAA18DA
信義區,臺北市信義區信義路五段150巷502號,851209,RPQOMLRJMHKFFDA87DA
中山區,臺北市中山區民權東路三段12號,851125,RPPQMLRLLHKFFCA87CA
內湖區,臺北市內湖區金龍路241號,851115,RPWNMLKLLHKFFCA67DA
北投區,臺北市北投區立農街二段186號,851106,RPQOMLNLLHKFFEA57CA
北投區,臺北市北投區立農街二段205號,851106,RPUOMLLJMHKFFEA67CA
文山區,臺北市文山區木柵路二段109巷100弄89號,850925,RPXNMLPLLHKFFAA97CA
文山區,臺北市文山區木柵路二段109巷100弄49號,850925,RPUNMLKMLHKFFAA27CA
北投區,臺北市北投區吉利街123巷9號,850925,RPVNMLRKLHKFFEA28CA
信義區,臺北市信義區松隆路133號,850925,RPPPMLKMLHKFFDA37DA
文山區,臺北市文山區木柵路三段48巷1弄3號,850830,RPOOMLNKMHKFFAA96CA
中山區,臺北市中山區林森北路472號,850730,RPSPMLLLMHKFFCA57CA
中山區,臺北市中山區新生北路二段56號,850718,RPPNMLKMLHKFFCA96CA
文山區,臺北市文山區政大二街206巷16號,850607,RPRQMLSJMHKFFAA87CA
大同區,臺北市大同區歸綏街160巷21號,850530,RPPNMLLJMHKFFBA76CA
內湖區,臺北市內湖區康寧路一段160號,850430,RPQPMLOKMHKFFCA57CA
北投區,臺北市北投區文林北路299號,850228,RPQOMLRJMHKFFEA87CA
北投區,臺北市北投區翠宜路35號,850214,RPVOMLQKMHKFFEA38CA
北投區,臺北市北投區中央北路三段40巷43弄23號,850208,RPQQMLQKLHKFFEA08DA
士林區,臺北市士林區後街21巷13號,850115,RPQOMLMJMHKFFEA37CA
文山區,臺北市文山區景興路198號,850104,RPQQMLTKLHKFFAA87CA
南港區,臺北市南港區八德路四段877號,841219,RPOPMLNLLHKFFDA47DA
文山區,臺北市文山區木柵路四段21巷12號,841127,RPWPMLNLLHKFFAA87CA
大同區,臺北市大同區歸綏街97巷1號,841030,RPVOMLQLLHKFFBA08CA
大安區,臺北市大安區信義路二段198巷50號,841003,RPTNMLKLLHKFFFA57CA
大安區,臺北市大安區四維路66巷25號,840915,RPQNMLNLLHKFFFA57CA
內湖區,臺北市內湖區星雲街150巷14號,840829,RPSRMLPLLHKFFCA18DA
北投區,臺北市北投區裕民六路4號,840828,RPPOMLQLLHKFFEA77CA
中山區,臺北市中山區撫順街9號,840823,RPROMLRJMHKFFCA87DA
北投區,臺北市北投區中和街525巷27號,840811,RPUNMLTKLHKFFEA48DA
北投區,臺北市北投區天母北路105巷15弄3號,840629,RPWPMLRLLHKFFEA68CA
內湖區,臺北市內湖區康寧路三段99巷39弄22號,840508,RPRPMLOKMHKFFCA67CA
松山區,臺北市松山區敦化北路155巷11號,840422,RPOOMLRLLHKFFDA67CA
北投區,臺北市北投區復興二路60巷16號,840321,RPOPMLKMLHKFFEA27CA
北投區,臺北市北投區復興二路60巷6號,840321,SPOPMLKMLHKFFEA37CA
信義區,臺北市信義區嘉興街324號,840216,RPWOMLKMLHKFFDA87CA
內湖區,臺北市內湖區成功路四段167巷29號,840128,RPRRMLLJMHKFFCA47CA
內湖區,臺北市內湖區內湖路二段419號,840125,RPOPMLKLMHKFFCA07CA
內湖區,臺北市內湖區內湖路二段499號,840112,RPQPMLKKMHKFFCA17CA
北投區,臺北市北投區文化三路23號,840110,RPWQMLLMLHKFFEA28CA
文山區,臺北市文山區景興路193號,831210,RPQNMLKLLHKFFAA86DA
文山區,臺北市文山區景興路183號,831210,RPVPMLLMLHKFFAA67CA
中山區,臺北市中山區林森北路107巷67號,831205,RPPOMLSKLHKFFCA67CA
中山區,臺北市中山區新生北路二段72巷26號,831201,RPQQMLRJMHKFFCA87CA
內湖區,臺北市內湖區瑞光路225號,831108,RPPOMLKMLHKFFCA07CA
文山區,臺北市文山區辛亥路四段77巷50號,831101,RPSNMLSLLHKFFAA77CA
中山區,臺北市中山區松江路130號,831014,RPSPMLQKMHKFFCA97CA
中山區,臺北市中山區松江路135號,831014,SPSPMLQKMHKFFCA08CA
中山區,臺北市中山區松江路124號,831014,RPTPMLQKMHKFFCA08CA
中山區,臺北市中山區松江路143號,831014,SPTPMLQKMHKFFCA18CA
北投區,臺北市北投區中和街537號,830811,RPOOMLQLLHKFFEA67CA
內湖區,臺北市內湖區內湖路三段72巷77號,830729,RPRPMLTKLHKFFCA18DA
內湖區,臺北市內湖區成功路四段30巷7號,830701,RPROMLLMLHKFFCA47DA
大同區,臺北市大同區延平北路二段71號,830609,RPRNMLLMLHKFFBA17CA
北投區,臺北市北投區立農街二段202巷3弄1號,830426,RPSNMLKKMHKFFEA37CA
松山區,臺北市松山區八德路三段216號,830411,RPROMLRKMHKFFDA08DA
大安區,臺北市大安區和平東路二段175巷15弄24號,830317,RPQNMLLMLHKFFFA57DA
內湖區,臺北市內湖區民權東路六段280巷155弄14號,821231,RPQNMLNJMHKFFCA17CA
內湖區,臺北市內湖區金龍路222巷19號,821213,RPWPMLLJMHKFFCA77CA
內湖區,臺北市內湖區內湖路一段47巷22弄8號,821115,RPQNMLSJMHKFFCA67CA
松山區,臺北市松山區塔悠路327號,821021,RPQPMLKLLHKFFDA27CA
松山區,臺北市松山區塔悠路303號,821021,RPRNMLLMLHKFFDA37CA
大同區,臺北市大同區延平北路二段272巷21號,820813,RPROMLLJMHKFFBA07CA
內湖區,臺北市內湖區大湖山莊街236號,820729,RPVNMLKLMHKFFCA57CA
中山區,臺北市中山區長安東路二段76號,820714,RPQRMLLJMHKFFCA37CA
松山區,臺北市松山區健康路155號,820323,RPWOMLNLLHKFFDA18DA
中山區,臺北市中山區長春路310號,820309,RPUNMLKLLHKFFCA37CA
中山區,臺北市中山區建國北路二段3巷28號,811217,RPOPMLPLLHKFFCA47CA
士林區,臺北市士林區忠誠路一段171巷10弄18號,810930,RPWOMLSKLHKFFEA58CA
內湖區,臺北市內湖區金龍路233號,810822,RPPPMLLLMHKFFCA27CA
中山區,臺北市中山區中山北路二段102號,810811,RPSOMLOLLHKFFCA67CA
文山區,臺北市文山區興隆路四段74巷21弄17號,810805,RPQNMLLMLHKFFAA96CA
中正區,臺北市中正區寧波西街37號,810706,RPVPMLLJMHKFFAA47CA
中正區,臺北市中正區南昌路一段85號,810514,RPXNMLKMLHKFFAA57CA
大同區,臺北市大同區長安西路151號,810422,RPSOMLOLLHKFFBA57CA
松山區,臺北市松山區三民路74巷20號,810413,RPXNMLPLLHKFFDA38DA
松山區,臺北市松山區三民路74巷9號,810413,RPPPMLLJMHKFFDA17CA
信義區,臺北市信義區松隆路104號,801128,RPTOMLQLLHKFFDA18DA
內湖區,臺北市內湖區東湖路113巷94號,800729,RPRNMLNLLHKFFCA47DA
文山區,臺北市文山區羅斯福路六段159巷5弄8號,800710,RPVNMLSKLHKFFAA97CA
信義區,臺北市信義區信安街95巷27號,800710,RPTRMLQKMHKFFDA38CA
松山區,臺北市松山區八德路二段366巷47號,800524,RPXNMLNLLHKFFDA08CA
北投區,臺北市北投區杏林二路111號,800523,RPOPMLLMLHKFFEA37CA
松山區,臺北市松山區延吉街11號,800426,RPPNMLLLLHKFFDA07CA
中山區,臺北市中山區德惠街193巷29號,800419,RPOPMLQLLHKFFCA57CA
松山區,臺北市松山區寶清街5號,800227,RPROMLQLLHKFFDA87CA
萬華區,臺北市萬華區內江街144號,800110,RPRNMLQKMHKFFBA57CA
大安區,臺北市大安區安和路二段209號,800105,RPVNMLRLLHKFFFA48CA
大安區,臺北市大安區辛亥路一段108號,791219,RPRNMLLMLHKFFFA57CA
信義區,臺北市信義區林口街158號,791022,RPTNMLSJMHKFFDA08CA
內湖區,臺北市內湖區內湖路一段1巷9弄43號,790621,RPUOMLNLLHKFFCA77CA
松山區,臺北市松山區八德路四段2號,790508,RPTOMLKMLHKFFDA57CA
大安區,臺北市大安區仁愛路四段151巷51號,790420,RPUNMLKKMHKFFFA67CA
大安區,臺北市大安區安和路一段21巷25號,790220,RPSNMLKKMHKFFFA47CA
萬華區,臺北市萬華區內江街105號,790220,RPSNMLLJMHKFFBA07CA
信義區,臺北市信義區基隆路二段140號,790119,RPXPMLMJMHKFFDA08CA
中正區,臺北市中正區忠孝東路一段69號,781230,RPWNMLLMLHKFFBA67CA
中正區,臺北市中正區忠孝東路一段88號,781230,SPWNMLLMLHKFFBA77CA
大同區,臺北市大同區承德路一段94號,781227,RPQNMLKMLHKFFBA96CA
信義區,臺北市信義區吳興街284巷30弄82號,781226,RPROMLMLMHKFFDA57CA
內湖區,臺北市內湖區內湖路一段72號,781211,RPQNMLPKMHKFFCA57DA
中山區,臺北市中山區吉林路47號,781124,RPVOMLNLLHKFFCA87CA
信義區,臺北市信義區吳興街494巷6號,780815,RPQNMLSKLHKFFDA77CA
中正區,臺北市中正區重慶南路三段161號,780720,RPWNMLPKMHKFFAA87CA
士林區,臺北市士林區中山北路七段35巷1號,780609,RPRPMLLMLHKFFEA67CA
中山區,臺北市中山區新生北路二段28巷19號,780517,RPVNMLRLLHKFFCA18CA
文山區,臺北市文山區興隆路二段234號,780508,RPPNMLNLLHKFFAA96CA
萬華區,臺北市萬華區廣州街234號,780503,RPXNMLQLLHKFFBA18CA
萬華區,臺北市萬華區西園路一段153號,780503,RPXNMLRJMHKFFBA18CA
信義區,臺北市信義區忠孝東路五段423巷6弄38號,780425,RPWQMLMJMHKFFDA18DA
信義區,臺北市信義區光復南路506號,780301,RPOPMLQLLHKFFDA67CA
信義區,臺北市信義區信義路五段150巷401弄2號,780223,RPVNMLNLLHKFFDA97DA
內湖區,臺北市內湖區成功路四段122號,780214,RPXOMLOLLHKFFCA18CA
北投區,臺北市北投區行義路186巷21號,780131,RPWNMLMJMHKFFEA87CA
松山區,臺北市松山區北寧路51號,770701,RPUNMLRLLHKFFDA18CA
中山區,臺北市中山區新生北路一段51號,770613,RPPOMLLLMHKFFCA17CA
中山區,臺北市中山區建國北路二段51號,770524,RPTOMLKLLHKFFCA37CA
中正區,臺北市中正區羅斯福路一段40號,770202,RPOOMLLJMHKFFAA66CA
內湖區,臺北市內湖區文湖街21巷17弄10號,770202,RPWOMLRLLHKFFCA38CA
大安區,臺北市大安區新生南路三段45號,770106,RPXNMLLMLHKFFFA18CA
信義區,臺北市信義區光復南路455號,760917,RPPPMLRLLHKFFDA87CA
士林區,臺北市士林區天母西路50巷23號,760817,RPQQMLRLLHKFFEA28DA
中山區,臺北市中山區中山北路一段83巷28號,760609,RPROMLMJMHKFFCA27CA
大安區,臺北市大安區忠孝東路三段198號,760423,RPTNMLKKMHKFFFA57CA
大安區,臺北市大安區建國南路一段175巷22號,760423,RPSNMLRLLHKFFFA18CA
中山區,臺北市中山區新生北路三段72號,760126,RPSNMLRKMHKFFCA87CA
松山區,臺北市松山區八德路四段91巷3弄2號,751213,RPUNMLSKLHKFFDA28DA
中山區,臺北市中山區民權東路三段66號,751125,RPQQMLKMLHKFFCA37CA
內湖區,臺北市內湖區民權東路六段295號,751106,RPUPMLLLMHKFFCA77CA
萬華區,臺北市萬華區大理街15號,751024,RPRNMLRLLHKFFBA67CA
萬華區,臺北市萬華區大理街19號,751024,RPTNMLRLLHKFFBA87CA
中山區,臺北市中山區林森北路107巷79號,751009,RPUPMLRLLHKFFCA28CA
士林區,臺北市士林區至善路二段99號,750902,RPOOMLRJMHKFFEA67CA
士林區,臺北市士林區天母東路69巷9號,750806,RPPOMLLMLHKFFEA37CA
士林區,臺北市士林區中山北路七段220巷9號,750619,RPWPMLKLLHKFFEA08DA
大安區,臺北市大安區仁愛路四段345巷15弄9號,750609,RPXNMLTKLHKFFFA88DA
中山區,臺北市中山區復興北路190巷9號,750609,RPRPMLRLLHKFFCA97CA
大安區,臺北市大安區延吉街104號,750522,RPVNMLRJMHKFFFA38CA
大安區,臺北市大安區建國南路一段341巷14號,750520,RPVOMLKLLHKFFFA97DA
松山區,臺北市松山區八德路四段674號,750505,RPPPMLKLLHKFFDA17CA
大安區,臺北市大安區建國南路二段123巷14號,750415,RPPNMLNLLHKFFFA57DA
中山區,臺北市中山區大直街34巷14號,750414,RPRPMLLJMHKFFCA27CA
松山區,臺北市松山區南京東路三段335巷3號,750321,RPPPMLOLLHKFFDA57CA
松山區,臺北市松山區南京東路三段303巷14弄3號,750321,RPUNMLOLLHKFFDA87CA
內湖區,臺北市內湖區康寧路一段214巷3號,750319,RPROMLKLLHKFFCA27DA
中山區,臺北市中山區民生東路三段88巷3號,750314,RPRRMLSJMHKFFCA18CA
中山區,臺北市中山區興安街63號,750314,RPXPMLNLLHKFFCA18CA
北投區,臺北市北投區文化三路142號,750312,RPOPMLPLLHKFFEA67CA
士林區,臺北市士林區雨聲街53巷22號,750311,RPQNMLRKLHKFFEA77CA
士林區,臺北市士林區福志路14巷7弄22號,750214,RPTQMLLMLHKFFEA08DA
內湖區,臺北市內湖區東湖路113巷49弄112號,750124,RPQNMLMJMHKFFCA07CA
北投區,臺北市北投區行義路186巷26弄22號,750116,RPVOMLRLLHKFFEA48CA
內湖區,臺北市內湖區康樂街61巷12弄22號,741230,RPPNMLSJMHKFFCA57CA
士林區,臺北市士林區忠誠路二段117號,741205,RPVPMLMJMHKFFEA97CA
信義區,臺北市信義區永吉路357號,741113,RPOOMLKKMHKFFDA07DA
信義區,臺北市信義區基隆路二段27號,741109,RPQOMLLJMHKFFDA17CA
大安區,臺北市大安區金山南路二段156巷27號,740827,RPUNMLNLLHKFFFA97CA
信義區,臺北市信義區莊敬路267號,740815,RPPNMLMJMHKFFDA07CA
萬華區,臺北市萬華區萬大路329巷16號,740807,RPUNMLOLLHKFFBA67CA
信義區,臺北市信義區吳興街600巷76弄76號,740731,RPUNMLNLLHKFFDA77CA
士林區,臺北市士林區承德路四段316號,740723,RPVOMLKMLHKFFEA87CA
文山區,臺北市文山區木新路二段79巷12弄16號,740625,RPQOMLPLLHKFFAA37CA
中山區,臺北市中山區長安東路二段106號,740528,RPTNMLOLLHKFFCA77DA
中山區,臺北市中山區吉林路126號,740527,RPPOMLPLLHKFFCA47CA
大安區,臺北市大安區和平東路三段1巷72弄6號,740522,RPWNMLKMLHKFFFA97CA
南港區,臺北市南港區富康街6號,740516,RPUPMLSKLHKFFDA38CA
北投區,臺北市北投區尊賢街218巷6號,740507,RPTOMLNLLHKFFEA87CA
萬華區,臺北市萬華區西昌街156號,740416,RPXNMLTKLHKFFBA38CA
萬華區,臺北市萬華區西昌街160號,740416,RPOOMLTKLHKFFBA57CA
大安區,臺北市大安區敦化南路二段63巷53弄10號,740410,RPSPMLSJMHKFFFA38CA
北投區,臺北市北投區中央北路三段10號,740328,RPPOMLTKLHKFFEA97CA
中山區,臺北市中山區新生北路三段68巷10號,740316,RPQNMLSLLHKFFCA87DA
大同區,臺北市大同區承德路二段40號,740211,RPWOMLQLLHKFFBA18CA
北投區,臺北市北投區自強街120巷15弄29號,740118,RPSOMLKLMHKFFEA57CA
北投區,臺北市北投區致遠二路61巷29號,731115,RPSQMLRLLHKFFEA48DA
北投區,臺北市北投區中山北路七段219巷3弄149號,731027,RPXNMLRJMHKFFEA48CA
北投區,臺北市北投區同德街40巷29號,731022,RPXOMLTKLHKFFEA78CA
士林區,臺北市士林區士東路286巷3弄29號,731013,RPUOMLNLLHKFFEA97CA
中山區,臺北市中山區林森北路419號,730927,RPWOMLNLLHKFFCA97CA
中山區,臺北市中山區林森北路259巷5號,730922,RPPNMLRJMHKFFCA47CA
大安區,臺北市大安區和平東路二段118巷6弄5號,730920,RPOPMLQKMHKFFFA87CA
北投區,臺北市北投區中山北路七段219巷3弄35號,730920,RPRNMLSKLHKFFEA08DA
士林區,臺北市士林區士東路266巷16弄5號,730912,RPXOMLKLLHKFFEA97CA
松山區,臺北市松山區市民大道四段323號,730903,RPVNMLMJMHKFFDA77DA
文山區,臺北市文山區興隆路三段207巷12弄13號,730830,RPQPMLLMLHKFFAA17CA
文山區,臺北市文山區興隆路三段207巷16弄18號,730830,RPUOMLPLLHKFFAA77CA
中山區,臺北市中山區民生東路二段127巷7號,730828,RPUNMLQLLHKFFCA97CA
士林區,臺北市士林區雨農路21巷15弄26號,730809,RPQNMLMJMHKFFEA37DA
士林區,臺北市士林區德行東路109巷102弄2號,730629,RPVNMLLJMHKFFEA67CA
中山區,臺北市中山區南京東路一段20號,730621,RPPNMLSLLHKFFCA77DA
北投區,臺北市北投區同德街55號,730619,RPSNMLRKLHKFFEA97CA
士林區,臺北市士林區忠義街45號,730615,RPTPMLKMLHKFFEA77CA
士林區,臺北市士林區福華路154號,730529,RPTOMLLMLHKFFEA77CA
內湖區,臺北市內湖區內湖路二段39號,730526,RPSNMLSKLHKFFCA87CA
文山區,臺北市文山區景華街82巷7弄28號,730521,RPQNMLSKLHKFFAA47CA
北投區,臺北市北投區溫泉路137號,730517,RPPNMLSKLHKFFEA77CA
士林區,臺北市士林區中山北路七段52號,730427,RPTOMLPLMHKFFEA18CA
大安區,臺北市大安區和平東路三段251號,730420,RPPOMLOLLHKFFFA67CA
中山區,臺北市中山區民權東路三段60巷3弄16號,730411,RPRNMLKLLHKFFCA07CA
內湖區,臺北市內湖區文德路66巷32弄6號,730207,RPPNMLMLLHKFFCA07CA
松山區,臺北市松山區光復南路46巷24號,730131,RPXPMLSKLHKFFDA78DA
文山區,臺北市文山區興隆路二段96巷119號,721231,RPXOMLKMLHKFFAA67CA
文山區,臺北市文山區指南路三段49號,721224,RPTPMLSKLHKFFAA97CA
文山區,臺北市文山區辛亥路五段73巷7弄8號,721223,RPVNMLRLLHKFFAA97CA
士林區,臺北市士林區天母東路8巷30弄13號,721210,RPVOMLLJMHKFFEA77CA
士林區,臺北市士林區中山北路五段813號,721122,RPTNMLSJMHKFFEA18CA
內湖區,臺北市內湖區內湖路一段217巷7號,721117,RPOQMLSKLHKFFCA77CA
大安區,臺北市大安區溫州街68巷26號,720929,RPROMLKLMHKFFFA57CA
萬華區,臺北市萬華區桂林路226號,720929,RPOOMLQLLHKFFBA37CA
萬華區,臺北市萬華區環河南路二段62巷1弄20號,720929,RPOOMLPLLHKFFBA27CA
文山區,臺北市文山區福興路82巷1弄10號,720905,RPVNMLNKMHKFFAA57CA
文山區,臺北市文山區新光路一段149號,720902,RPXOMLRJMHKFFAA18CA
文山區,臺北市文山區萬安街59號,720728,RPUNMLRJMHKFFAA77CA
文山區,臺北市文山區萬安街44巷4號,720728,RPURNLOLLHKFFAA08CA
內湖區,臺北市內湖區陽光街92巷7弄4號,720725,RPQNMLQLLHKFFCA57CA
信義區,臺北市信義區信安街154號,720712,RPOOMLSKLHKFFDA77DA
信義區,臺北市信義區和平東路三段293號,720712,RPSOMLKMLHKFFDA47CA
中山區,臺北市中山區四平街143號,720620,RPUQMLKMLHKFFCA77CA
松山區,臺北市松山區民生東路五段263號,720422,RPPQMLKLLHKFFDA27CA
松山區,臺北市松山區民生東路五段263號,720422,SPPQMLKLLHKFFDA37CA
大安區,臺北市大安區忠孝東路三段248巷19弄58號,720401,RPRNMLSKLHKFFFA08CA
內湖區,臺北市內湖區內湖路一段285巷69弄118號,720331,RPSPMLOLLHKFFCA77CA
士林區,臺北市士林區延平北路五段285巷58號,720211,RPQOMLLJMHKFFEA27CA
大安區,臺北市大安區仁愛路四段112巷9弄28號,720121,RPSOMLKKMHKFFFA67DA
內湖區,臺北市內湖區陽光街88號,711224,RPSNMLMJMHKFFCA37DA
中山區,臺北市中山區農安街137號,711123,RPUPMLOLLHKFFCA97CA
大同區,臺北市大同區承德路三段51巷17號,711104,RPTNMLPLLHKFFBA67CA
內湖區,臺北市內湖區陽光街92巷24弄17號,711023,RPOPMLLLMHKFFCA17CA
北投區,臺北市北投區中央北路四段287號,710824,RPUPMLRLLHKFFEA48CA
中山區,臺北市中山區松江路107號,710703,RPUQMLPKMHKFFCA18CA
萬華區,臺北市萬華區國興路1巷7號,710702,RPUOMLLJMHKFFBA37CA
萬華區,臺北市萬華區國興路1巷7號,710702,RPTOMLLMLHKFFBA47CA
萬華區,臺北市萬華區環河南路三段157號,710624,RPTOMLSKLHKFFBA97CA
萬華區,臺北市萬華區西寧南路7號,710621,RPTNMLLJMHKFFBA17CA
內湖區,臺北市內湖區麗山街348巷7號,710615,RPUNMLOLLHKFFCA77CA
文山區,臺北市文山區萬盛街156巷12號,710607,RPRPMLLMLHKFFAA27CA
中山區,臺北市中山區林森北路402號,710531,RPSPMLSKLHKFFCA08CA
中山區,臺北市中山區林森北路402號,710531,RPPOMLOLLHKFFCA37CA
中山區,臺北市中山區合江街20巷42號,710525,RPUOMLQLLHKFFCA08CA
大安區,臺北市大安區永康街47巷12號,710518,RPRNMLNLLHKFFFA67CA
中山區,臺北市中山區中山北路一段105巷1號,710420,RPVNMLNKMHKFFCA87DA
中山區,臺北市中山區德惠街50號,710227,RPUQMLRLLHKFFCA38CA
中山區,臺北市中山區德惠街55號,710227,RPPQMLKMLHKFFCA27CA
文山區,臺北市文山區秀明路二段104號,710226,RPPPMLLJMHKFFAA86CA
中山區,臺北市中山區林森北路109號,710224,RPOPMLLJMHKFFCA96CA
大安區,臺北市大安區信義路四段199巷8號,710111,RPOPMLNLLHKFFFA67DA
內湖區,臺北市內湖區內湖路一段629巷33弄27號,701229,RPQNMLLLLHKFFCA17DA
松山區,臺北市松山區敦化北路4巷63號,701229,RPXOMLTJMHKFFDA68CA
中山區,臺北市中山區松江路46巷21號,701223,RPWSMLTJMHKFFCA88CA
中山區,臺北市中山區新生北路一段101號,701222,RPWNMLRLLHKFFCA28CA
中山區,臺北市中山區新生北路一段106號,701222,RPQRMLRJMHKFFCA97CA
北投區,臺北市北投區行義路125號,701120,RPSNMLTLLHKFFEA38DA
北投區,臺北市北投區知行路292巷14弄10號,700930,RPQNMLQJMHKFFEA77DA
中山區,臺北市中山區新生北路三段29號,700703,RPQNMLLJMHKFFCA96CA
中山區,臺北市中山區新生北路三段18號,700703,RPRNMLLJMHKFFCA07CA
中山區,臺北市中山區林森北路85巷83號,700630,RPQOMLLJMHKFFCA07CA
中正區,臺北市中正區羅斯福路二段43號,700623,RPPOMLTKLHKFFAA57CA
北投區,臺北市北投區育仁路122號,700623,RPWOMLKLLHKFFEA87CA
松山區,臺北市松山區八德路四段245巷37號,700620,RPQNMLMJMHKFFDA17CA
北投區,臺北市北投區杏林二路26號,700615,RPQPMLSJMHKFFEA08CA
中山區,臺北市中山區長安東路二段61號,700613,RPUOMLRKLHKFFCA08CA
大安區,臺北市大安區樂利路50號,700410,RPXOMLKMLHKFFFA18CA
士林區,臺北市士林區前港街120巷9號,700314,RPSOMLPLLHKFFEA08DA
中山區,臺北市中山區復興北路430巷44號,700313,RPOPMLRLLHKFFCA67CA
大同區,臺北市大同區延平北路一段44號,700223,RPOOMLKLLHKFFBA86DA
大同區,臺北市大同區延平北路一段44號,700223,RPSOMLLJMHKFFBA17CA
大安區,臺北市大安區信義路四段164號,700220,RPQNMLTKLHKFFFA08CA
大安區,臺北市大安區敦化南路一段374號,700219,RPOOMLPLLHKFFFA67CA
大安區,臺北市大安區信義路四段265巷21弄4號,700120,RPXNMLTJMHKFFFA78CA
大安區,臺北市大安區復興南路一段364號,691117,RPXNMLRLLHKFFFA78DA
北投區,臺北市北投區奇岩路64號,691113,RPPPMLKLLHKFFEA27CA
中山區,臺北市中山區松江路170巷34號,691101,RPOOMLKLLHKFFCA86CA
士林區,臺北市士林區中正路604號,691029,RPUOMLLLMHKFFEA87CA
北投區,臺北市北投區立農街一段257巷10弄4號,691002,RPPOMLKKMHKFFEA17CA
北投區,臺北市北投區吉利街232號,690926,RPPQMLQKLHKFFEA97DA
士林區,臺北市士林區永倫里延平北路六段258巷36弄22號,690920,RPTNMLOLLHKFFEA87CA
北投區,臺北市北投區中和街52號,690821,RPSOMLNLLHKFFEA77CA
中正區,臺北市中正區和平西路二段22號,690815,RPROMLQKLHKFFAA57DA
中正區,臺北市中正區重慶南路三段117號,690806,RPRNMLKMLHKFFAA96CA
松山區,臺北市松山區民權東路三段160巷27號,690801,RPPNMLNLLHKFFDA27CA
北投區,臺北市北投區崗山路17號,690729,RPVOMLNLLHKFFEA18DA
文山區,臺北市文山區和興路44巷14弄17號,690531,RPUOMLLJMHKFFAA37DA
中山區,臺北市中山區民生東路二段171號,690522,RPORMLSJMHKFFCA87CA
松山區,臺北市松山區三民路113巷21號,690521,RPVOMLPKMHKFFDA18CA
士林區,臺北市士林區延平北路六段258巷36弄21號,690426,RPOPMLTKLHKFFEA97CA
文山區,臺北市文山區景華街111號,690212,RPSOMLLMLHKFFAA27CA
文山區,臺北市文山區興隆路三段112巷4弄51號,690201,RPQNMLLLLHKFFAA86CA
士林區,臺北市士林區福港街262巷11號,690126,RPSPMLLMLHKFFEA77CA
士林區,臺北市士林區福港街251號,690110,RPRNMLRKLHKFFEA87CA
中山區,臺北市中山區新生北路二段133巷11號,690110,RPQPMLKLLHKFFCA17CA
文山區,臺北市文山區景興路85巷11號,681107,RPVOMLLMLHKFFAA57CA
北投區,臺北市北投區泉源路71號,681101,RPOPMLRLLHKFFEA87CA
大安區,臺北市大安區大安路一段11號,680925,RPWNMLLMLHKFFFA08CA
信義區,臺北市信義區富陽街71巷1號,680925,RPVOMLSKLHKFFDA38CA
