SNO,RELIGION_TYPE,CB_NAME,CB_SNAME,PTNAME1,V_NAME,CB_REG_TITLE,PRESIDENT_NAME,CB_TEL,TOTAL_ADDR,R_STREET,R_SECTION,R_LANE,R_ALLEY,R_NO,R_OTHER,TOTAL_ADDR_rebuild,WGS84_Y_rebuild,WGS84_X_rebuild,WGS84_X,WGS84_Y,TM97_X,TM97_Y,DATA_STR,REG_NO,CB_PRESIDENT_NAME,total_addr2
C0037,財團法人教會,財團法人中華基督教浸信會潮恩堂,潮恩堂,大安區,臨江里,基督教,,27382641,,通化街,,123巷,,32號,,大安區臨江里通化街123巷32號,25.0289141,121.5551937,121.5551876,25.02893474,306028.07,2769097.288,,103證他字第1374號登記簿第36冊第21頁第753號,紀懷義,通化街123巷32號
C0038,財團法人教會,財團法人台北基督徒康華禮拜堂,康華禮拜堂,大安區,古莊里,基督教,,2367-6070,,羅斯福路,2段,,,75號,五樓,大安區古莊里羅斯福路2段75號五樓,25.0264104,121.5232133,121.5231684,25.02645162,302797.789,2768809.335,,102證他字第1332號登記簿第76冊第19頁第1940號,梁善居,羅斯福路2段75號五樓
C0039,財團法人教會,財團法人臺灣基督長老教會宣教中心,宣教中心,大安區,大學里,基督教,,23625282,,羅斯福路,3段,269巷,,3號,6樓,大安區大學里羅斯福路3段269巷3號6樓,25.0207481,121.5314319,121.5311064,25.01906356,303602.151,2767994.16,,103證他字第1226號登記簿第53冊第51頁第1274號,歐正信,羅斯福路3段269巷3號6樓
C0041,財團法人教會,財團法人基督教台北頌主堂,台北頌主堂,大安區,錦安里,基督教,,23215083,,潮州街,,,,124號,,大安區錦安里潮州街124號,25.02867,121.52724,121.5272855,25.02867613,303212.358,2769057.393,,102證他字第1184號登記簿第26冊第15頁第450號,胡為善,潮州街124號
C0042,財團法人教會,財團法人中華基督教正義浸信會,正義浸信會,大安區,義村里,基督教,,2741-3314,,仁愛路,3段,123巷,13弄,1-5號,,大安區義村里仁愛路3段123巷13弄1-5號,25.0399694,121.5421231,121.5272855,25.02867613,304721.9306,2770321.203,,103證他字第1475號登記簿第26冊第55頁第470號,梁秀英,仁愛路3段123巷13弄1-5號
C0043,財團法人教會,財團法人基督教台灣中國信徒佈道會,中國信徒佈,大安區,龍坡里,基督教,,85124242,,復興南路,1段,,,128之1號,,大安區龍坡里復興南路1段128之1號,25.042975,121.543478,121.5434537,25.04298758,304837.655,2770649.071,,103證他字第1139號登記簿第22冊第49頁第351號,簡春安,復興南路1段128之1號
C0044,財團法人教會,財團法人台北市中華基督教衛理公會衛理堂,衛理堂,大安區,民輝里,基督教,,2771-2017,,新生南路,1段,,,113號,,大安區民輝里新生南路1段113號,25.0398204,121.5329209,121.5330575,25.03969279,303790.023,2770279.915,,104證他字第196號登記簿第20冊第11頁第287號,周劭,新生南路1段113號
C0045,財團法人教會,財團法人基督教宇宙光全人關懷機構,宇宙光,大安區,龍門里,基督教,,2363-2107,,和平東路,2段,,,24號,8樓,大安區龍門里和平東路2段24號8樓,25.0257874,121.5362584,121.5364245,25.02563549,304136.028,2768724.234,,102證他字第1355號登記簿第37冊第11頁第778號,白培英,和平東路2段24號8樓
C0046,財團法人教會,財團法人基督徒聚會所,基督徒聚會,大安區,永康里,基督教,,2321-7533,,永康街,,14巷,,7及9號,,大安區永康里永康街14巷7及9號,25.031429,121.529001,121.5364245,25.02563549,303400.806,2769360.414,,102證他字第28號登記簿第32冊第1頁第623號,王道平,永康街14巷7及9號
C0047,財團法人教會,財團法人台北市基督教錫安堂,錫安堂,大安區,錦安里,基督教,,2396-8308,,金山南路,2段,215巷,,18號,,大安區錦安里金山南路2段215巷18號,25.0276288,121.5270844,121.5270884,25.02765004,303192.916,2768943.653,,104證他字第459號登記簿第22冊第9頁第331號,劉桂香,金山南路2段215巷18號
C0048,財團法人教會,財團法人台北市中華海外宣道會,海外宣道會,大安區,黎孝里,基督教,,2732-8273,,安居街,,35巷,,14號,,大安區黎孝里安居街35巷14號,25.0194819,121.5551097,121.5551114,25.01950222,306024.642,2768052.42,,100證他字第1142號登記簿第39冊第13頁第839號,李山栗,安居街35巷14號
C0049,財團法人教會,財團法人台北市大安區基督教浸信宣道會,浸信宣道會,大安區,住安里,基督教,,2707-7332/,,瑞安街,,23巷,,11號,,大安區住安里瑞安街23巷11號,25.0311802,121.5447768,121.5446744,25.03112582,0,0,,103證他字第1172號登記簿第31冊第11頁第598號,林春英,瑞安街23巷11號
C0050,財團法人教會,財團法人台北市天主教耶穌孝女會,耶穌孝女會,大安區,龍安里,天主教,,2321-2034,,青田街,,6巷,,14號,,大安區龍安里青田街6巷14號,25.028071,121.530749,121.5307973,25.0281564,303566.989,2769001.208,,102証他字第1343號登記簿第5冊第3頁第59號,李念平,青田街6巷14號
C0051,財團法人教會,財團法人基督教改革宗長老會信安教會,信安教會,大安區,通化里,基督教,,2733-8891,,光復南路,,,,632號,2樓,大安區通化里光復南路632號2樓,25.0314607,121.5572479,121.5572512,25.03155711,306235.119,2769388.619,,99證他字第998號登記簿第23冊第53頁第380號,徐英傑,光復南路632號2樓
C0052,財團法人教會,財團法人台灣聖經公會,聖經公會,大安區,民輝里,基督教,,2751-0882,,仁愛路,3段,,,29號,4樓 B E室,大安區民輝里仁愛路3段29號4樓 B E室,25.0385831,121.5345327,121.534623,25.03860667,303948.457,2770160.233,,103證他字第273號登記簿第44冊第11頁第987號,許承道,仁愛路3段29號4樓 B E室
C0053,財團法人教會,財團法人台北市瑞安街基督徒聚會,瑞安街聚會,大安區,龍生里,基督教,,87720321,,瑞安街,,244巷,,43號,,大安區龍生里瑞安街244巷43號,25.0278774,121.538888,121.5387983,25.02789414,304374.566,2768975.362,,102證他字第33號登記簿第36冊第9頁第747號,衣立凡,瑞安街244巷43號
C0054,財團法人教會,財團法人基督教靈友堂,靈友堂,大安區,龍坡里,基督教,,2363-2921,,新生南路,3段,16巷,,9號,,大安區龍坡里新生南路3段16巷9號,25.0246289,121.533751,121.5337483,25.02460576,303866.384,2768609.104,,103證他字第1338號登記簿第52冊第39頁第1240號,洪瑞浩,新生南路3段16巷9號
C0055,財團法人教會,財團法人台北市仁愛基督長老教會,仁愛教會,大安區,仁慈里,基督教,,2701-0408,,復興南路,1段,295巷,,32號,,大安區仁慈里復興南路1段295巷32號,25.0350703,121.5456832,121.5455852,25.03506866,305056.247,2769772.781,,101證他字第186號登記簿第40冊第25頁第875號,吳明哲,復興南路1段295巷32號
C0056,財團法人教會,財團法人基督教協同會頌主堂,頌主堂,大安區,通安里,基督教,,27375035,,通化街,,162巷,,2號,五樓,大安區通安里通化街162巷2號五樓,25.0285357,121.5534106,121.553373,25.02850719,305845.167,2769049.184,,101證他字第318號登記簿第47冊41頁第1092號,袁子能,通化街162巷2號五樓
C0057,財團法人教會,財團法人台北市城東基督長老教會,城東教會,大安區,建倫里,基督教,,27711282,,安和路,1段,,,45號,,大安區建倫里安和路1段45號,25.038636,121.551054,121.5511029,25.03860814,305611.47,2770167.079,,102證他字第408號登記簿第49冊第23頁第1142號,林萬賀,安和路1段45號
C0058,財團法人教會,財團法人基督教中國聖道會,中國聖道會,大安區,虎嘯里,基督教,,2732-0049,,和平東路,3段,,,90號,3樓,大安區虎嘯里和平東路3段90號3樓,25.0205854,121.5527306,121.5510918,25.024295,305616.855,2768581.652,,103證他字第1363號登記簿第50冊第31頁第1176號,胡楊淑華,和平東路3段90號3樓
C0059,財團法人教會,財團法人台北市中國基督教靈糧世界佈道會台北靈糧堂,靈糧堂,大安區,龍門里,基督教,,2362-3022,,和平東路,2段,,,24號,,大安區龍門里和平東路2段24號,25.0255759,121.536476,121.5364245,25.02563549,304136.028,2768724.234,,102證他字第1365號登記簿第4冊第15頁第50號,曾國生,和平東路2段24號
C0060,財團法人教會,財團法人台灣基督長老教會台北市安和教會,安和教會,大安區,敦安里,基督教,,27055013,,仁愛路,4段,122巷,,54號,1樓,大安區敦安里仁愛路4段122巷54號1樓,25.0340787,121.5501529,121.5501223,25.03406264,305514.55,2769663.204,,102證他字第1183號登記簿第89冊第73頁第2321號,黃天祥,仁愛路4段122巷54號1樓
C0061,財團法人教會,財團法人台北市中華基督教佈道會,中華基督教,大安區,龍坡里,基督教,,(03)4811861,,新生南路,3段,22巷,,6號,,大安區龍坡里新生南路3段22巷6號,25.02394,121.533877,121.533931,25.02399144,303885.095,2768541.133,,104證他字第139號登記簿第5冊第15頁第65號,林天恩,新生南路3段22巷6號
C0062,財團法人教會,財團法人台北市中華基督教浸信會信德堂,信德堂,大安區,德安里,基督教,,2325-3012,,敦化南路,1段,,,362號,6樓,大安區德安里敦化南路1段362號6樓,25.0340977,121.5483769,121.5484469,25.03406638,305345.485,2769662.92,,101證他字第983號登記簿第39冊第51頁第858號,姜敬哲,敦化南路1段362號6樓
C0063,財團法人教會,財團法人基督教更生團契,,中山區,中吉里,基督教,,2536-8846,,松江路,,132巷,,3號,4樓,中山區中吉里松江路132巷3號4樓,25.0529994,121.5323301,121.532384,25.05299175,303716.271,2771752.733,,102證他字第509號登記簿第48冊第43頁第1123號,王明仁,松江路132巷3號4樓
C0064,財團法人教會,財團法人台北基督徒長春禮拜堂,,中山區,中央里,基督教,,2508-1286,,長春路,,,,172號,4樓,中山區中央里長春路172號4樓,25.05458,121.533823,121.5338501,25.05469174,303863.454,2771941.618,,103證他字第1167號登記簿第48冊第5頁第1104號,林棟樑,長春路172號4樓
C0065,財團法人教會,財團法人基督教浸禮聖經會台北會幕堂,,中山區,正得里,基督教,,2571-2150,,中山北路,1段,105巷,,19號,,中山區正得里中山北路1段105巷19號,25.0507234,121.5240239,121.5240348,25.05066664,302874.834,2771491.887,,103證他字第16號登記簿第27冊第31頁第488號,查時政,中山北路1段105巷19號
C0066,財團法人教會,財團法人台北市韓國基督教會,,中山區,興亞里,基督教,,25605342,,松江路,,,,22號,2樓,中山區興亞里松江路22號2樓,25.0469417,121.5328524,121.5327218,25.04686764,303753.012,2771074.498,,99證他字第1192號登記簿第19冊第27頁第279號,金達勳,松江路22號2樓
C0067,財團法人教會,財團法人基督教福音證主協會,,中山區,興亞里,基督教,,2523-3100,,松江路,,,,22號,8樓之3,中山區興亞里松江路22號8樓之3,25.0469417,121.5328524,121.5327218,25.04686764,303753.012,2771074.498,,104證他字第14號登記簿第27冊第35頁第490號,陶君亮,松江路22號8樓之3
C0068,財團法人教會,財團法人基督教城光教會,,中山區,集英里,基督教,,2522-4508,,民生西路,,3巷,,2號,2樓,中山區集英里民生西路3巷2號2樓,25.0581333,121.521676,121.5216906,25.05806269,302635.144,2772310.204,,99證他字第1261號登記簿第47冊第3頁第1073號,林傳奕,民生西路3巷2號2樓
C0069,財團法人教會,財團法人中華基督教浸信會真光堂,,中山區,恆安里,基督教,,2597-7404,,中山北路,2段,183巷,,3號,,中山區恆安里中山北路2段183巷3號,25.0637971,121.5231044,121.5231754,25.0638399,302782.478,2772950.702,,103證他字第607號登記簿第55冊第41頁第1329號,潘建列,中山北路2段183巷3號
C0070,財團法人教會,財團法人基督教台北純福音教會,,中山區,行政里,基督教,,25017478,,松江路,,,,473號,3樓,中山區行政里松江路473號3樓,25.066791,121.5335301,121.533492,25.06671687,303822.074,2773273.446,,101證他字第916號登記簿第48冊第37頁第1120號,張漢業,松江路473號3樓
C0071,財團法人教會,財團法人台北基督徒南京東路禮拜堂,,中山區,興亞里,基督教,,2567-0840/2777-1646,,南京東路,2段,,,110號,,中山區興亞里南京東路2段110號,25.0517733,121.5323559,121.5321943,25.0518644,303697.62,2771627.788,,100證他字第698號登記簿第26冊第1頁第443號,沈明鋒,南京東路2段110號
C0072,財團法人教會,財團法人台北市基督教台灣神的教會佳美堂,,中山區,朱馥里,基督教,,2508-3556,,龍江路,,229巷,,3-1號,,中山區朱馥里龍江路229巷3-1號,25.057403,121.5408788,121.5409211,25.05729154,304575.744,2772232.438,,101證他字第1112號登記簿第51冊第15頁第1198號,羅春明,龍江路229巷3-1號
C0074,財團法人教會,財團法人台北市中山基督長老教會,,中山區,正得里,基督教,,2551-8480,,林森北路,,,,62號,,中山區正得里林森北路62號,25.0490548,121.5244168,121.5243132,25.04896272,302903.657,2771303.26,,101證他字第1406號登記簿第10冊第9頁第137號,林經甫,林森北路62號
C0075,財團法人教會,財團法人基督教台北永約教會,,中山區,朱園里,基督教,,2517-2118,,松江路,,,,101號,8樓,中山區朱園里松江路101號8樓,25.0511507,121.5332607,121.5332232,25.05115506,303801.737,2771549.62,,101證他字第1136號登記簿第93冊第1頁第2383號,洪雅蕙,松江路101號8樓
C0076,財團法人教會,財團法人台北市基督教社會互談會,,中山區,興亞里,基督教,,2536-1952,,松江路,,,,22號,8樓之2,中山區興亞里松江路22號8樓之2,25.0469417,121.5328524,121.5327218,25.04686764,303753.012,2771074.498,,101證他字第407號登記簿第60冊第29頁第1471號,黃聖德,松江路22號8樓之2
C0077,財團法人教會,財團法人台北市永樂基督長老教會,,中山區,力行里,基督教,,2752-3422,,遼寧街,,105巷,,37號,,中山區力行里遼寧街105巷37號,25.0511396,121.5434569,121.5432029,25.05123097,304808.664,2771562.036,,103證他字第1378號登記簿第30冊第45頁第585號,陳春光,遼寧街105巷37號
C0078,財團法人教會,財團法人台北市福音山基督教會,,中山區,松江里,基督教,,2503-2204,,民權東路,2段,,,160號,2樓之1,中山區松江里民權東路2段160號2樓之1,25.0621944,121.5352445,121.5351718,25.06222079,303993.501,2772776.109,,102證他字第966號登記簿第46冊第37頁第1060號,曹日章,民權東路2段160號2樓之1
C0079,財團法人教會,財團法人台北市中正基督長老教會,,中山區,江山里,基督教,,2501-9514,,龍江路,,281巷,,11號,,中山區江山里龍江路281巷11號,25.0599067,121.5415117,121.5414826,25.05990117,304631.252,2772521.71,,102證他字第1027號登記簿第93冊第25頁第2389號,林秋蓉,龍江路281巷11號
C0080,財團法人教會,財團法人台北市基督教伯特利教會,,中山區,朱崙里,基督教,,2781-9136,,長安東路,2段,,,180號,2樓,中山區朱崙里長安東路2段180號2樓,25.0483111,121.5419425,121.5411888,25.04820985,304606.775,2771226.547,,102證他字第1160號登記簿第22冊第45頁第349號,伍錦輝,長安東路2段180號2樓
C0081,財團法人教會,財團法人美國基督教神召會台灣事務所,,中山區,中山里,基督教,,2531-5163,,長春路,,,,21號,5樓,中山區中山里長春路21號5樓,25.0551351,121.5241058,121.5241592,25.05505726,302885.495,2771978.268,,103證他字第1383號登記簿第3冊第15頁第35號,雷芳蕊,長春路21號5樓
C0082,財團法人教會,財團法人台北市基督教女教士差會,,中山區,力行里,基督教,,2752-4288,,龍江路,,,,53號,,中山區力行里龍江路53號,25.0495726,121.5404434,121.5405533,25.04946756,304542.099,2771365.611,,101證他字第1381號登記簿第39冊第59頁第862號,蕭可安,龍江路53號
C0083,財團法人教會,財團法人基督教台北龍江路福音堂,,中山區,力行里,基督教,,2740-1467,,龍江路,,76巷,,25號,4樓,中山區力行里龍江路76巷25號4樓,25.0513442,121.5389646,121.5392994,25.05141595,304414.717,2771580.937,,100證他字第1286號登記簿第44冊第43頁第1003號,王太郎,龍江路76巷25號4樓
C0084,財團法人教會,財團法人台灣基督長老教會大直教會,,中山區,大直里,基督教,,25325907,,北安路,,,,651號,1樓,中山區大直里北安路651號1樓,25.084238,121.549187,121.5491483,25.08428002,305393.725,2775225.128,,104證他字第390號登記簿第49冊第11頁第1136號,林道光,北安路651號1樓
C0085,財團法人教會,財團法人台北市基督教福音浸信會,,中山區,大直里,基督教,,2533-3233,,大直街,,52巷,,7號,,中山區大直里大直街52巷7號,25.08258,121.545764,121.5457573,25.08255135,305052.39,2775032.295,,101證他字第453號登記簿第21冊第3頁第298號,張秉仁,大直街52巷7號
C0086,財團法人教會,財團法人台北市基督教救世傳播協會,,中山區,大直里,基督教,,2533-8082,,大直街,,62巷,,10號,,中山區大直里大直街62巷10號,25.082795,121.545564,121.5455675,25.08280579,305033.126,2775060.402,,102證他字第126號登記簿第12冊第7頁第166號,寇紹恩,大直街62巷10號
C0087,財團法人教會,財團法人台北市基督教勵友中心,,中山區,圓山里,基督教,,2594-2492,,民族東路,,,,2號,505室,中山區圓山里民族東路2號505室,25.0683,121.5232017,121.5233577,25.06829854,302798.961,2773444.639,,103證他字第1372號登記簿第38冊第39頁第822號,莊焜明,民族東路2號505室
C0088,財團法人教會,財團法人以琳基督徒中心,,中山區,恆安里,基督教,,26511002,,新生北路,3段,,,26號,11樓之14,中山區恆安里新生北路3段26號11樓之14,25.0635395,121.5274411,121.5273976,25.06372205,303208.511,2772939.315,,102證他字第119號登記簿第49冊第43頁第1152號,柯希能,新生北路3段26號11樓之14
C0089,財團法人教會,財團法人臺灣基督長老教會雙連教會,,中山區,聚盛里,基督教,,2541-5390,,中山北路,2段,,,111號,,中山區聚盛里中山北路2段111號,25.0601909,121.5231386,121.5231675,25.06012109,302783.281,2772538.785,,103證他字第575號登記簿第24冊第51頁第408號,陳文欽,中山北路2段111號
C0090,財團法人教會,財團法人中華民國台北市基督教新生教團,,中山區,中庄里,基督教,,2541-9704,,新生北路,2段,,,125號,1樓,中山區中庄里新生北路2段125號1樓,25.0596102,121.5278363,121.5279543,25.05969517,303266.408,2772493.49,,103證他字第671號登記簿第12冊第5頁第165號,張重正,新生北路2段125號1樓
C0091,財團法人教會,財團法人台北市台北中華基督教會,,中山區,康樂里,基督教,,2511-8023,,中山北路,2段,45巷,,39號,,中山區康樂里中山北路2段45巷39號,25.054464,121.5250253,121.5249843,25.05442858,302969.019,2771908.956,,102證他字第1221號登記簿第16冊第7頁第224號,吳學輝,中山北路2段45巷39號
C0093,財團法人教會,財團法人基督教台北神召會,,中山區,集英里,基督教,,25954477,,民權西路,,,,53號,4樓,中山區集英里民權西路53號4樓,25.0630067,121.5205425,121.5204942,25.06305067,302512.301,2772862.234,,102證他字第995號登記簿第3冊第3頁第29號,藍哲宗,民權西路53號4樓
C0094,財團法人教會,財團法人台灣基督四方教會,,中山區,中山里,基督教,,25993732,,民生東路,1段,,,72號,4樓之1,中山區中山里民生東路1段72號4樓之1,25.0579247,121.5265574,121.5264897,25.05791836,303119.412,2772296.091,,101證他字第1151號登記簿第61冊第49頁第1510號,張英智,民生東路1段72號4樓之1
C0095,財團法人教會,財團法人台北市基督徒聚會處,,中正區,南門里,基督教,,23710952,,南海路,,,,39號,,中正區南門里南海路39號,25.031643,121.5127077,121.5127347,25.03162216,301742.565,2769378.001,,100證他字第473號登記簿第21冊第7頁第300號,呂允仁,南海路39號
C0096,財團法人教會,財團法人基督之家,基督之家,中正區,幸福里,基督教,,23563911,,青島東路,,,,51號,3樓,中正區幸福里青島東路51號3樓,25.0429677,121.5262426,121.5262035,25.04294063,303096.997,2770637.003,,102證他字第175號登記簿第23冊第37頁第372號,陳定吉,青島東路51號3樓
C0097,財團法人教會,財團法人中華基督教禮賢會,,中正區,南福里,基督教,,23927353,,羅斯福路,2段,,,44號,9樓,中正區南福里羅斯福路2段44號9樓,25.027996,121.5214839,121.5215209,25.02796211,302630.885,2768976.002,,103證他字第1561號登記簿第34冊第23頁第694號,詹志為,羅斯福路2段44號9樓
C0098,財團法人教會,財團法人基督教會台北國語禮拜堂,台北國語禮,中正區,幸福里,基督教,,23513856,,中山南路,,,,3號,,中正區幸福里中山南路3號,25.043457,121.51939,121.5194069,25.04347769,302410.912,2770693.84,,103證他字第342號登記簿第24冊第47頁第406號,孔繁郇,中山南路3號
C0099,財團法人教會,財團法人台北市基督教浸信會仁愛堂,,中正區,梅花里,基督教,,23971282,,八德路,1段,,,11號,,中正區梅花里八德路1段11號,25.044102,121.530675,121.5307794,25.04400925,303558.275,2770757.145,,102證他字第1163號登記簿第17冊第7頁第239號,潘冀,八德路1段11號
C0100,財團法人教會,財團法人台北市文化清真寺,文化清真寺,中正區,林興里,回教,,23675421,,辛亥路,1段,25巷,,3號,,中正區林興里辛亥路1段25巷3號,25.0193992,121.5279947,121.5279733,25.01938576,303285.75,2768028.568,,101證他字第1267號登記簿第31冊第27頁第606號,張明峻,辛亥路1段25巷3號
C0101,財團法人教會,財團法人中華基督教浸信會聯會,,中正區,黎明里,基督教,,23813283,,懷寧街,,,,47-1號,2樓,中正區黎明里懷寧街47-1號2樓,25.044556,121.5142361,121.5141983,25.04459445,301884.839,2770815.529,,104證他字第349號登記簿第15冊第9頁第210號,周宗崙,懷寧街47-1號2樓
C0102,財團法人教會,財團法人台北基督徒林森南路禮拜堂,林森南路禮,中正區,幸福里,基督教,,23935542,,林森南路,,,,2號,,中正區幸福里林森南路2號,25.044295,121.5230606,121.5230712,25.04428785,302780.308,2770784.994,,104證他字第79號登記簿第34冊第55頁第710號,李?淵,林森南路2號
C0103,財團法人教會,財團法人基督教中華海外宣道協會,,中正區,林興里,基督教,,23672335,,羅斯福路,3段,140巷,,3號,3樓,中正區林興里羅斯福路3段140巷3號3樓,25.019906,121.52804,121.5230712,25.04428785,303294.1272,2768083.816,,103證他字第157號登記簿第34冊第3頁第984號,黃彬,羅斯福路3段140巷3號3樓
C0104,財團法人教會,財團法人天理教山名大教會台北市佈道所,天理教台北,中正區,幸市里,天理教,,23410450,,濟南路,2段,62巷,,14號,4樓,中正區幸市里濟南路2段62巷14號4樓,25.0387602,121.5320919,121.5320888,25.03873622,303692.683,2770173.578,,102證他字第1203號登記簿第22冊第25頁第339號,王日魏,濟南路2段62巷14號4樓
C0105,財團法人教會,財團法人中華基督教路加傳道會,,中正區,林興里,基督教,,23651190,,辛亥路,1段,,,11號,7樓,中正區林興里辛亥路1段11號7樓,25.0189623,121.5278451,121.5278789,25.01901847,303276.386,2767987.83,,103證他字第1482號登記簿第46冊第17頁第1050號,簡肇明,辛亥路1段11號7樓
C0106,財團法人教會,財團法人台北市基督教中華福音道路德會永生堂,,中正區,新營里,基督教,,23514093,,潮州街,,,,18號,,中正區新營里潮州街18號,25.0295561,121.5214515,121.5214844,25.02955113,302626.524,2769152.007,,102證他字第1138號登記簿第45冊第7頁第1015號,吳讚平 ,潮州街18號
C0107,財團法人教會,財團法人台北基督教女青年會,女青會,中正區,黎明里,基督教,,23812131--204,,青島西路,,,,7號,六樓,中正區黎明里青島西路7號六樓,25.0449309,121.518194,121.518183,25.04491375,302286.786,2770852.442,,102證他字第1396號登記簿第4冊第19頁第52號,鄭惠玲,青島西路7號六樓
C0108,財團法人教會,財團法人基督教中華傳道會天恩堂,,中正區,忠勤里,基督教,,23037180,,中華路,2段,315巷,,27-3號,,中正區忠勤里中華路2段315巷27-3號,25.0285817,121.506828,121.518183,25.04491375,301154.499,2769028.428,,102證他字第405號登記簿第44冊第47頁第1005號,李瑋國,中華路2段315巷27-3號
C0109,財團法人教會,財團法人台北市東門基督長老教會,,中正區,三愛里,基督教,,23513589,,仁愛路,2段,,,76號,,中正區三愛里仁愛路2段76號,25.0380621,121.5302588,121.5302595,25.03802216,303508.387,2770093.761,,101證他字第1006號登記簿第5冊第7頁第61號,鄭愛玲,仁愛路2段76號
C0110,財團法人教會,財團法人台北市中華基督教婦女祈禱會,,中正區,幸市里,基督教,,23940149,,新生南路,1段,58巷,,10號,,中正區幸市里新生南路1段58巷10號,25.0407875,121.5321699,121.5321914,25.0407732,303702.157,2770399.241,,101證他字第94號登記簿第9冊第29頁第132號,秦舜英,新生南路1段58巷10號
C0112,財團法人教會,財團法人台北市中華基督教青年會,,中正區,黎明里,基督教,,23118070 23113201,,許昌街,,,,19號,,中正區黎明里許昌街19號,25.0456764,121.5165413,121.5165406,25.04565187,302120.745,2770933.57,,101證他字第787號登記簿第4冊第13頁第49號,黃文聰,許昌街19號
C0113,財團法人教會,財團法人台北市濟南基督長老教會,,中正區,幸福里,基督教,,23217391,,中山南路,,,,3號,,中正區幸福里中山南路3號,25.043457,121.51939,121.5194069,25.04347769,302410.912,2770693.84,,103證他字第1311號登記簿第20冊第1頁第281號,林文宗,中山南路3號
C0114,財團法人教會,財團法人中華民國福音聯誼會,,中正區,螢雪里,基督教,,23054870,,詔安街,,26巷,10弄,1號,,中正區螢雪里詔安街26巷10弄1號,25.0245276,121.5156218,121.5156135,25.02444074,302036.15,2768583.673,,103證他字第177號登記簿第7冊第23頁第99號,項婉君,詔安街26巷10弄1號
C0116,財團法人教會,財團法人基督教台北真道教會,,中正區,幸福里,基督教,,23116767,,齊東街,,82巷,,36號,5樓,中正區幸福里齊東街82巷36號5樓,25.042332,121.528401,121.5283747,25.04236509,303316.342,2770574.098,,103證他字第836號登記簿第46冊第53頁第1068號,陳修并,齊東街82巷36號5樓
C0117,財團法人基金會,財團法人基督教中華福音神學基金會,,中正區,文盛里,基督教,,23659151,,汀州路,3段,,,101號,,中正區文盛里汀州路3段101號,25.017144,121.529566,121.5295303,25.01712957,303443.916,2767779.318,,103證他字第1423號登記簿第27冊第53頁第499號,沈正,汀州路3段101號
C0118,財團法人教會,財團法人中華基督教廈門街浸信會,,中正區,網溪里,基督教,,23687582,,廈門街,,81巷,,20號,,中正區網溪里廈門街81巷20號,25.0242949,121.5192893,121.5295303,25.01712957,302396.2109,2768577.514,,102證他字第248號登記簿第80冊第16頁第2058號,柯德仁,廈門街81巷20號
C0120,財團法人教會,財團法人基督教懷寧浸信會,懷寧浸信會,中正區,黎明里,基督教,,23610431,,懷寧街,,,,49號,,中正區黎明里懷寧街49號,25.044419,121.514206,121.5141872,25.04444113,301883.776,2770798.54,,102證他字第1453號登記簿第47冊第37頁第1090號,駱傑雄,懷寧街49號
C0121,財團法人基金會,財團法人台北基督教國際華人佈道基金會,華人佈道會,大安區,,基督教,,2706-6006exp126,,敦化南路,2段,,,77號,6,大安區敦化南路2段77號6,25.030284,121.549201,121.5493174,25.03018737,305435.093,2769233.618,,101證他字第634號登記簿第75冊第79頁第1930號,陳定川,敦化南路2段77號6
C0122,財團法人教會,財團法人天主教聖母聖心會,,中正區,黎明里,天主教,,23142424,,中山北路,1段,,,2號,10樓之3,中正區黎明里中山北路1段2號10樓之3,25.0460568,121.5194939,121.5194693,25.04604579,302416.103,2770978.337,,103證他字第602號登記簿第49冊第41頁第1151號,牧迪吾,中山北路1段2號10樓之3
C0124,財團法人教會,財團法人台灣基督教恩惠福音會,,內湖區,港墘里,基督教,,27977494,,內湖路,1段,,,608號,,內湖區港墘里內湖路1段608號,25.0785935,121.5786416,121.5784332,25.07854452,308350.557,2774602.172,,103證他字第365號登記簿第北1冊第71頁第000145號,蔡錫安,內湖路1段608號
C0126,財團法人教會,財團法人台北基督徒麗山禮拜堂,,內湖區,港墘里,基督教,,26277252,,麗山街,,348巷,,22號,,內湖區港墘里麗山街348巷22號,25.081954,121.5742339,121.5742447,25.08193025,307926.434,2774975.4,,98證他字第337號登記簿第8冊第11頁第156號,張世昭,麗山街348巷22號
C0128,財團法人教會,財團法人台北市基督教會錫安堂,台北市基督,文山區,華興里,基督教,,22368055,,木柵路,1段,231巷,,34號,,文山區華興里木柵路1段231巷34號,24.9886139,121.551632,121.5516539,24.98857013,305689.661,2764624.894,,104證他字第10號登記簿第26冊第57頁第471號,王春步,木柵路1段231巷34號
C0129,財團法人教會,財團法人中華民國基督福音中心,中華民國基,文山區,萬盛里,基督教,,29346777,,羅斯福路,5段,,,49號,二樓之2,文山區萬盛里羅斯福路5段49號二樓之2,25.0070899,121.53911,121.5391183,25.00703393,304416.034,2766664.85,,103證他字第647號登記簿第47冊第27頁第1085號,吳廖溫,羅斯福路5段49號二樓之2
C0130,財團法人教會,財團法人台北市中華基督教景美浸信會,中華基督教,文山區,景美里,基督教,,29314144,,育英街,,,,63號,,文山區景美里育英街63號,24.9921179,121.538571,121.5386771,24.9921901,304377.994,2765020.564,,102證他字第1162號登記簿第50冊第17頁第1169號,薛銘光,育英街63號
